time,meterusage
2019-01-08 18:00:00,187.08
2019-01-08 18:15:00,172.02
2019-01-08 18:30:00,159.64
2019-01-08 18:45:00,151.99
2019-01-08 19:00:00,178.31
2019-01-08 19:15:00,179.69
2019-01-08 19:30:00,148.09
2019-01-08 19:45:00,134.17
2019-01-08 20:00:00,131.0
2019-01-08 20:15:00,127.55
2019-01-08 20:30:00,125.0
2019-01-08 20:45:00,128.44
2019-01-08 21:00:00,162.69
2019-01-08 21:15:00,142.04
2019-01-08 21:30:00,118.86
2019-01-08 21:45:00,105.72
2019-01-08 22:00:00,79.0
2019-01-08 22:15:00,60.82
2019-01-08 22:30:00,56.35
2019-01-08 22:45:00,55.78
2019-01-08 23:00:00,55.68
2019-01-08 23:15:00,53.04
2019-01-08 23:30:00,50.44
2019-01-08 23:45:00,51.01
2019-01-09 00:00:00,50.83
2019-01-09 00:15:00,50.86
2019-01-09 00:30:00,51.99
2019-01-09 00:45:00,52.31
2019-01-09 01:00:00,52.45
2019-01-09 01:15:00,52.24
2019-01-09 01:30:00,53.15
2019-01-09 01:45:00,53.94
2019-01-09 02:00:00,54.24
2019-01-09 02:15:00,53.8
2019-01-09 02:30:00,53.26
2019-01-09 02:45:00,54.15
2019-01-09 03:00:00,53.75
2019-01-09 03:15:00,55.35
2019-01-09 03:30:00,60.79
2019-01-09 03:45:00,64.06
2019-01-09 04:00:00,64.44
2019-01-09 04:15:00,64.29
2019-01-09 04:30:00,65.13
2019-01-09 04:45:00,67.27
2019-01-09 05:00:00,70.67
2019-01-09 05:15:00,77.13
2019-01-09 05:30:00,97.66
2019-01-09 05:45:00,142.59
2019-01-09 06:00:00,166.84
2019-01-09 06:15:00,158.23
2019-01-09 06:30:00,162.71
2019-01-09 06:45:00,185.75
2019-01-09 07:00:00,203.18
2019-01-09 07:15:00,204.17
2019-01-09 07:30:00,228.92
2019-01-09 07:45:00,236.78
2019-01-09 08:00:00,235.63
2019-01-09 08:15:00,248.38
2019-01-09 08:30:00,263.56
2019-01-09 08:45:00,269.91
2019-01-09 09:00:00,278.73
2019-01-09 09:15:00,283.85
2019-01-09 09:30:00,281.92
2019-01-09 09:45:00,280.27
2019-01-09 10:00:00,275.54
2019-01-09 10:15:00,270.32
2019-01-09 10:30:00,266.46
2019-01-09 10:45:00,271.74
2019-01-09 11:00:00,274.86
2019-01-09 11:15:00,268.8
2019-01-09 11:30:00,264.79
2019-01-09 11:45:00,261.55
2019-01-09 12:00:00,263.56
2019-01-09 12:15:00,258.85
2019-01-09 12:30:00,260.11
2019-01-09 12:45:00,259.27
2019-01-09 13:00:00,256.87
2019-01-09 13:15:00,249.75
2019-01-09 13:30:00,245.33
2019-01-09 13:45:00,248.77
2019-01-09 14:00:00,250.83
2019-01-09 14:15:00,252.49
2019-01-09 14:30:00,245.92
2019-01-09 14:45:00,248.68
2019-01-09 15:00:00,249.26
2019-01-09 15:15:00,246.87
2019-01-09 15:30:00,244.87
2019-01-09 15:45:00,250.64
2019-01-09 16:00:00,254.41
2019-01-09 16:15:00,254.42
2019-01-09 16:30:00,253.56
2019-01-09 16:45:00,251.26
2019-01-09 17:00:00,244.85
2019-01-09 17:15:00,243.98
2019-01-09 17:30:00,232.33
2019-01-09 17:45:00,203.82
2019-01-09 18:00:00,178.25
2019-01-09 18:15:00,163.22
2019-01-09 18:30:00,157.92
2019-01-09 18:45:00,155.78
2019-01-09 19:00:00,189.76
2019-01-09 19:15:00,188.14
2019-01-09 19:30:00,154.64
2019-01-09 19:45:00,142.19
2019-01-09 20:00:00,139.49
2019-01-09 20:15:00,136.47
2019-01-09 20:30:00,135.4
2019-01-09 20:45:00,137.27
2019-01-09 21:00:00,177.64
2019-01-09 21:15:00,157.0
2019-01-09 21:30:00,132.54
2019-01-09 21:45:00,140.61
2019-01-09 22:00:00,109.34
2019-01-09 22:15:00,77.55
2019-01-09 22:30:00,69.33
2019-01-09 22:45:00,62.15
2019-01-09 23:00:00,57.86
2019-01-09 23:15:00,56.81
2019-01-09 23:30:00,54.35
2019-01-09 23:45:00,52.93
2019-01-10 00:00:00,53.39
2019-01-10 00:15:00,53.74
2019-01-10 00:30:00,53.48
2019-01-10 00:45:00,53.41
2019-01-10 01:00:00,53.88
2019-01-10 01:15:00,54.17
2019-01-10 01:30:00,53.98
2019-01-10 01:45:00,54.1
2019-01-10 02:00:00,54.09
2019-01-10 02:15:00,53.95
2019-01-10 02:30:00,54.2
2019-01-10 02:45:00,53.99
2019-01-10 03:00:00,53.8
2019-01-10 03:15:00,54.27
2019-01-10 03:30:00,60.71
2019-01-10 03:45:00,65.0
2019-01-10 04:00:00,65.93
2019-01-10 04:15:00,68.22
2019-01-10 04:30:00,69.94
2019-01-10 04:45:00,69.87
2019-01-10 05:00:00,78.17
2019-01-10 05:15:00,89.13
2019-01-10 05:30:00,105.89
2019-01-10 05:45:00,159.91
2019-01-10 06:00:00,178.18
2019-01-10 06:15:00,169.97
2019-01-10 06:30:00,166.66
2019-01-10 06:45:00,184.43
2019-01-10 07:00:00,204.64
2019-01-10 07:15:00,218.27
2019-01-10 07:30:00,228.78
2019-01-10 07:45:00,233.93
2019-01-10 08:00:00,241.26
2019-01-10 08:15:00,248.76
2019-01-10 08:30:00,259.52
2019-01-10 08:45:00,269.86
2019-01-10 09:00:00,276.55
2019-01-10 09:15:00,278.68
2019-01-10 09:30:00,279.2
2019-01-10 09:45:00,280.49
2019-01-10 10:00:00,284.6
2019-01-10 10:15:00,279.84
2019-01-10 10:30:00,276.88
2019-01-10 10:45:00,279.71
2019-01-10 11:00:00,285.47
2019-01-10 11:15:00,277.56
2019-01-10 11:30:00,276.03
2019-01-10 11:45:00,278.13
2019-01-10 12:00:00,281.54
2019-01-10 12:15:00,282.36
2019-01-10 12:30:00,280.99
2019-01-10 12:45:00,271.87
2019-01-10 13:00:00,270.33
2019-01-10 13:15:00,273.11
2019-01-10 13:30:00,272.19
2019-01-10 13:45:00,270.65
2019-01-10 14:00:00,274.07
2019-01-10 14:15:00,270.42
2019-01-10 14:30:00,265.49
2019-01-10 14:45:00,266.59
2019-01-10 15:00:00,267.94
2019-01-10 15:15:00,263.32
2019-01-10 15:30:00,262.26
2019-01-10 15:45:00,264.68
2019-01-10 16:00:00,264.62
2019-01-10 16:15:00,263.44
2019-01-10 16:30:00,259.64
2019-01-10 16:45:00,255.29
2019-01-10 17:00:00,252.34
2019-01-10 17:15:00,248.64
2019-01-10 17:30:00,230.88
2019-01-10 17:45:00,203.91
2019-01-10 18:00:00,176.06
2019-01-10 18:15:00,161.12
2019-01-10 18:30:00,153.39
2019-01-10 18:45:00,149.52
2019-01-10 19:00:00,168.16
2019-01-10 19:15:00,198.11
2019-01-10 19:30:00,166.69
2019-01-10 19:45:00,147.73
2019-01-10 20:00:00,148.01
2019-01-10 20:15:00,143.23
2019-01-10 20:30:00,141.38
2019-01-10 20:45:00,166.32
2019-01-10 21:00:00,182.33
2019-01-10 21:15:00,150.71
2019-01-10 21:30:00,131.15
2019-01-10 21:45:00,113.48
2019-01-10 22:00:00,87.3
2019-01-10 22:15:00,72.74
2019-01-10 22:30:00,68.57
2019-01-10 22:45:00,68.04
2019-01-10 23:00:00,66.08
2019-01-10 23:15:00,57.3
2019-01-10 23:30:00,52.8
2019-01-10 23:45:00,52.67
2019-01-11 00:00:00,53.39
2019-01-11 00:15:00,54.01
2019-01-11 00:30:00,53.68
2019-01-11 00:45:00,53.37
2019-01-11 01:00:00,53.18
2019-01-11 01:15:00,53.33
2019-01-11 01:30:00,53.82
2019-01-11 01:45:00,53.86
2019-01-11 02:00:00,53.39
2019-01-11 02:15:00,52.83
2019-01-11 02:30:00,53.54
2019-01-11 02:45:00,53.76
2019-01-11 03:00:00,53.24
2019-01-11 03:15:00,52.99
2019-01-11 03:30:00,56.11
2019-01-11 03:45:00,61.65
2019-01-11 04:00:00,64.12
2019-01-11 04:15:00,63.72
2019-01-11 04:30:00,64.99
2019-01-11 04:45:00,67.16
2019-01-11 05:00:00,70.31
2019-01-11 05:15:00,78.37
2019-01-11 05:30:00,93.45
2019-01-11 05:45:00,159.88
2019-01-11 06:00:00,171.92
2019-01-11 06:15:00,151.91
2019-01-11 06:30:00,161.41
2019-01-11 06:45:00,194.94
2019-01-11 07:00:00,211.12
2019-01-11 07:15:00,212.4
2019-01-11 07:30:00,222.62
2019-01-11 07:45:00,229.63
2019-01-11 08:00:00,232.02
2019-01-11 08:15:00,247.14
2019-01-11 08:30:00,256.96
2019-01-11 08:45:00,268.67
2019-01-11 09:00:00,280.36
2019-01-11 09:15:00,283.89
2019-01-11 09:30:00,287.51
2019-01-11 09:45:00,288.04
2019-01-11 10:00:00,286.05
2019-01-11 10:15:00,289.63
2019-01-11 10:30:00,287.19
2019-01-11 10:45:00,280.42
2019-01-11 11:00:00,281.38
2019-01-11 11:15:00,282.68
2019-01-11 11:30:00,275.42
2019-01-11 11:45:00,273.39
2019-01-11 12:00:00,282.5
2019-01-11 12:15:00,287.21
2019-01-11 12:30:00,285.73
2019-01-11 12:45:00,274.93
2019-01-11 13:00:00,270.54
2019-01-11 13:15:00,269.25
2019-01-11 13:30:00,269.93
2019-01-11 13:45:00,272.24
2019-01-11 14:00:00,272.66
2019-01-11 14:15:00,267.8
2019-01-11 14:30:00,262.91
2019-01-11 14:45:00,261.93
2019-01-11 15:00:00,263.69
2019-01-11 15:15:00,267.18
2019-01-11 15:30:00,267.6
2019-01-11 15:45:00,262.58
2019-01-11 16:00:00,257.27
2019-01-11 16:15:00,252.62
2019-01-11 16:30:00,247.78
2019-01-11 16:45:00,246.6
2019-01-11 17:00:00,241.74
2019-01-11 17:15:00,236.71
2019-01-11 17:30:00,214.06
2019-01-11 17:45:00,184.44
2019-01-11 18:00:00,160.84
2019-01-11 18:15:00,148.52
2019-01-11 18:30:00,147.66
2019-01-11 18:45:00,144.1
2019-01-11 19:00:00,165.98
2019-01-11 19:15:00,177.64
2019-01-11 19:30:00,138.36
2019-01-11 19:45:00,118.61
2019-01-11 20:00:00,117.91
2019-01-11 20:15:00,117.17
2019-01-11 20:30:00,116.57
2019-01-11 20:45:00,115.6
2019-01-11 21:00:00,140.04
2019-01-11 21:15:00,150.53
2019-01-11 21:30:00,122.84
2019-01-11 21:45:00,108.27
2019-01-11 22:00:00,89.22
2019-01-11 22:15:00,63.66
2019-01-11 22:30:00,54.26
2019-01-11 22:45:00,54.26
2019-01-11 23:00:00,52.08
2019-01-11 23:15:00,49.25
2019-01-11 23:30:00,48.15
2019-01-11 23:45:00,48.47
2019-01-12 00:00:00,49.21
2019-01-12 00:15:00,49.71
2019-01-12 00:30:00,48.72
2019-01-12 00:45:00,48.17
2019-01-12 01:00:00,48.22
2019-01-12 01:15:00,48.52
2019-01-12 01:30:00,48.25
2019-01-12 01:45:00,48.48
2019-01-12 02:00:00,48.2
2019-01-12 02:15:00,48.51
2019-01-12 02:30:00,48.71
2019-01-12 02:45:00,48.86
2019-01-12 03:00:00,48.7
2019-01-12 03:15:00,49.33
2019-01-12 03:30:00,48.73
2019-01-12 03:45:00,48.85
2019-01-12 04:00:00,48.65
2019-01-12 04:15:00,49.59
2019-01-12 04:30:00,50.19
2019-01-12 04:45:00,49.26
2019-01-12 05:00:00,48.75
2019-01-12 05:15:00,48.07
2019-01-12 05:30:00,49.0
2019-01-12 05:45:00,49.4
2019-01-12 06:00:00,48.58
2019-01-12 06:15:00,48.35
2019-01-12 06:30:00,50.86
2019-01-12 06:45:00,53.66
2019-01-12 07:00:00,54.58
2019-01-12 07:15:00,53.41
2019-01-12 07:30:00,53.48
2019-01-12 07:45:00,54.24
2019-01-12 08:00:00,53.22
2019-01-12 08:15:00,52.66
2019-01-12 08:30:00,53.8
2019-01-12 08:45:00,54.02
2019-01-12 09:00:00,53.33
2019-01-12 09:15:00,53.31
2019-01-12 09:30:00,53.63
2019-01-12 09:45:00,53.19
2019-01-12 10:00:00,53.25
2019-01-12 10:15:00,53.73
2019-01-12 10:30:00,53.86
2019-01-12 10:45:00,53.39
2019-01-12 11:00:00,52.94
2019-01-12 11:15:00,54.11
2019-01-12 11:30:00,55.03
2019-01-12 11:45:00,54.08
2019-01-12 12:00:00,52.64
2019-01-12 12:15:00,53.29
2019-01-12 12:30:00,54.22
2019-01-12 12:45:00,53.67
2019-01-12 13:00:00,54.39
2019-01-12 13:15:00,54.13
2019-01-12 13:30:00,53.45
2019-01-12 13:45:00,52.97
2019-01-12 14:00:00,53.23
2019-01-12 14:15:00,53.55
2019-01-12 14:30:00,53.43
2019-01-12 14:45:00,52.5
2019-01-12 15:00:00,53.5
2019-01-12 15:15:00,54.47
2019-01-12 15:30:00,54.41
2019-01-12 15:45:00,53.6
2019-01-12 16:00:00,53.18
2019-01-12 16:15:00,53.82
2019-01-12 16:30:00,53.79
2019-01-12 16:45:00,53.49
2019-01-12 17:00:00,53.14
2019-01-12 17:15:00,53.68
2019-01-12 17:30:00,54.12
2019-01-12 17:45:00,53.02
2019-01-12 18:00:00,52.98
2019-01-12 18:15:00,54.24
2019-01-12 18:30:00,54.34
2019-01-12 18:45:00,53.15
2019-01-12 19:00:00,52.54
2019-01-12 19:15:00,53.63
2019-01-12 19:30:00,54.92
2019-01-12 19:45:00,51.46
2019-01-12 20:00:00,48.3
2019-01-12 20:15:00,49.29
2019-01-12 20:30:00,49.59
2019-01-12 20:45:00,49.2
2019-01-12 21:00:00,49.05
2019-01-12 21:15:00,49.02
2019-01-12 21:30:00,49.5
2019-01-12 21:45:00,49.43
2019-01-12 22:00:00,48.45
2019-01-12 22:15:00,48.69
2019-01-12 22:30:00,49.87
2019-01-12 22:45:00,49.57
2019-01-12 23:00:00,48.76
2019-01-12 23:15:00,48.61
2019-01-12 23:30:00,49.36
2019-01-12 23:45:00,49.35
2019-01-13 00:00:00,49.34
2019-01-13 00:15:00,48.99
2019-01-13 00:30:00,49.24
2019-01-13 00:45:00,49.89
2019-01-13 01:00:00,49.85
2019-01-13 01:15:00,48.44
2019-01-13 01:30:00,48.85
2019-01-13 01:45:00,49.56
2019-01-13 02:00:00,49.52
2019-01-13 02:15:00,49.25
2019-01-13 02:30:00,48.83
2019-01-13 02:45:00,50.44
2019-01-13 03:00:00,50.57
2019-01-13 03:15:00,49.57
2019-01-13 03:30:00,48.69
2019-01-13 03:45:00,48.48
2019-01-13 04:00:00,49.32
2019-01-13 04:15:00,49.71
2019-01-13 04:30:00,48.65
2019-01-13 04:45:00,49.41
2019-01-13 05:00:00,49.53
2019-01-13 05:15:00,48.97
2019-01-13 05:30:00,48.64
2019-01-13 05:45:00,48.41
2019-01-13 06:00:00,49.21
2019-01-13 06:15:00,49.42
2019-01-13 06:30:00,50.22
2019-01-13 06:45:00,52.81
2019-01-13 07:00:00,54.47
2019-01-13 07:15:00,53.78
2019-01-13 07:30:00,53.12
2019-01-13 07:45:00,53.45
2019-01-13 08:00:00,53.95
2019-01-13 08:15:00,54.51
2019-01-13 08:30:00,53.46
2019-01-13 08:45:00,53.0
2019-01-13 09:00:00,53.14
2019-01-13 09:15:00,53.76
2019-01-13 09:30:00,54.19
2019-01-13 09:45:00,53.42
2019-01-13 10:00:00,52.9
2019-01-13 10:15:00,53.27
2019-01-13 10:30:00,52.64
2019-01-13 10:45:00,53.8
2019-01-13 11:00:00,54.95
2019-01-13 11:15:00,53.28
2019-01-13 11:30:00,53.34
2019-01-13 11:45:00,53.6
2019-01-13 12:00:00,52.75
2019-01-13 12:15:00,53.18
2019-01-13 12:30:00,53.48
2019-01-13 12:45:00,52.99
2019-01-13 13:00:00,53.27
2019-01-13 13:15:00,53.63
2019-01-13 13:30:00,53.19
2019-01-13 13:45:00,53.25
2019-01-13 14:00:00,54.28
2019-01-13 14:15:00,53.89
2019-01-13 14:30:00,53.19
2019-01-13 14:45:00,54.08
2019-01-13 15:00:00,53.65
2019-01-13 15:15:00,52.44
2019-01-13 15:30:00,53.3
2019-01-13 15:45:00,54.08
2019-01-13 16:00:00,53.0
2019-01-13 16:15:00,53.06
2019-01-13 16:30:00,53.05
2019-01-13 16:45:00,53.58
2019-01-13 17:00:00,53.92
2019-01-13 17:15:00,53.65
2019-01-13 17:30:00,53.01
2019-01-13 17:45:00,54.75
2019-01-13 18:00:00,71.03
2019-01-13 18:15:00,92.43
2019-01-13 18:30:00,91.24
2019-01-13 18:45:00,71.8
2019-01-13 19:00:00,64.25
2019-01-13 19:15:00,63.79
2019-01-13 19:30:00,63.87
2019-01-13 19:45:00,61.97
2019-01-13 20:00:00,60.16
2019-01-13 20:15:00,65.09
2019-01-13 20:30:00,100.42
2019-01-13 20:45:00,82.73
2019-01-13 21:00:00,61.66
2019-01-13 21:15:00,59.56
2019-01-13 21:30:00,58.99
2019-01-13 21:45:00,59.26
2019-01-13 22:00:00,58.97
2019-01-13 22:15:00,59.08
2019-01-13 22:30:00,87.72
2019-01-13 22:45:00,91.85
2019-01-13 23:00:00,68.87
2019-01-13 23:15:00,59.53
2019-01-13 23:30:00,59.54
2019-01-13 23:45:00,60.01
2019-01-14 00:00:00,61.9
2019-01-14 00:15:00,75.43
2019-01-14 00:30:00,126.33
2019-01-14 00:45:00,106.3
2019-01-14 01:00:00,70.88
2019-01-14 01:15:00,63.52
2019-01-14 01:30:00,63.64
2019-01-14 01:45:00,100.75
2019-01-14 02:00:00,127.0
2019-01-14 02:15:00,90.89
2019-01-14 02:30:00,66.73
2019-01-14 02:45:00,71.27
2019-01-14 03:00:00,78.78
2019-01-14 03:15:00,147.41
2019-01-14 03:30:00,170.48
2019-01-14 03:45:00,121.57
2019-01-14 04:00:00,88.3
2019-01-14 04:15:00,82.27
2019-01-14 04:30:00,85.22
2019-01-14 04:45:00,154.89
2019-01-14 05:00:00,162.11
2019-01-14 05:15:00,121.52
2019-01-14 05:30:00,100.83
2019-01-14 05:45:00,95.7
2019-01-14 06:00:00,101.68
2019-01-14 06:15:00,175.07
2019-01-14 06:30:00,196.03
2019-01-14 06:45:00,170.2
2019-01-14 07:00:00,152.92
2019-01-14 07:15:00,158.82
2019-01-14 07:30:00,186.49
2019-01-14 07:45:00,271.57
2019-01-14 08:00:00,273.71
2019-01-14 08:15:00,238.9
2019-01-14 08:30:00,226.47
2019-01-14 08:45:00,230.69
2019-01-14 09:00:00,259.15
2019-01-14 09:15:00,340.23
2019-01-14 09:30:00,323.39
2019-01-14 09:45:00,280.2
2019-01-14 10:00:00,280.9
2019-01-14 10:15:00,285.4
2019-01-14 10:30:00,292.05
2019-01-14 10:45:00,294.16
2019-01-14 11:00:00,294.34
2019-01-14 11:15:00,291.89
2019-01-14 11:30:00,289.45
2019-01-14 11:45:00,282.89
2019-01-14 12:00:00,289.2
2019-01-14 12:15:00,287.42
2019-01-14 12:30:00,284.43
2019-01-14 12:45:00,284.65
2019-01-14 13:00:00,280.98
2019-01-14 13:15:00,273.89
2019-01-14 13:30:00,272.16
2019-01-14 13:45:00,275.46
2019-01-14 14:00:00,275.31
2019-01-14 14:15:00,272.36
2019-01-14 14:30:00,269.61
2019-01-14 14:45:00,271.48
2019-01-14 15:00:00,277.42
2019-01-14 15:15:00,277.41
2019-01-14 15:30:00,269.53
2019-01-14 15:45:00,264.34
2019-01-14 16:00:00,260.05
2019-01-14 16:15:00,262.34
2019-01-14 16:30:00,256.71
2019-01-14 16:45:00,254.67
2019-01-14 17:00:00,258.05
2019-01-14 17:15:00,256.52
2019-01-14 17:30:00,241.38
2019-01-14 17:45:00,213.55
2019-01-14 18:00:00,183.82
2019-01-14 18:15:00,169.39
2019-01-14 18:30:00,160.69
2019-01-14 18:45:00,153.86
2019-01-14 19:00:00,193.33
2019-01-14 19:15:00,187.24
2019-01-14 19:30:00,155.7
2019-01-14 19:45:00,144.53
2019-01-14 20:00:00,141.35
2019-01-14 20:15:00,140.48
2019-01-14 20:30:00,138.89
2019-01-14 20:45:00,152.16
2019-01-14 21:00:00,182.7
2019-01-14 21:15:00,153.6
2019-01-14 21:30:00,131.15
2019-01-14 21:45:00,129.21
2019-01-14 22:00:00,103.62
2019-01-14 22:15:00,78.17
2019-01-14 22:30:00,71.09
2019-01-14 22:45:00,70.06
2019-01-14 23:00:00,69.82
2019-01-14 23:15:00,70.02
2019-01-14 23:30:00,61.47
2019-01-14 23:45:00,55.27
2019-01-15 00:00:00,54.54
2019-01-15 00:15:00,54.82
2019-01-15 00:30:00,54.91
2019-01-15 00:45:00,55.0
2019-01-15 01:00:00,55.07
2019-01-15 01:15:00,54.91
2019-01-15 01:30:00,54.66
2019-01-15 01:45:00,53.88
2019-01-15 02:00:00,54.74
2019-01-15 02:15:00,55.79
2019-01-15 02:30:00,54.88
2019-01-15 02:45:00,54.4
2019-01-15 03:00:00,55.0
2019-01-15 03:15:00,56.21
2019-01-15 03:30:00,59.69
2019-01-15 03:45:00,64.37
2019-01-15 04:00:00,65.5
2019-01-15 04:15:00,65.86
2019-01-15 04:30:00,68.28
2019-01-15 04:45:00,70.01
2019-01-15 05:00:00,70.07
2019-01-15 05:15:00,72.13
2019-01-15 05:30:00,95.49
2019-01-15 05:45:00,147.89
2019-01-15 06:00:00,162.35
2019-01-15 06:15:00,149.55
2019-01-15 06:30:00,159.08
2019-01-15 06:45:00,187.77
2019-01-15 07:00:00,205.31
2019-01-15 07:15:00,219.19
2019-01-15 07:30:00,233.12
2019-01-15 07:45:00,239.54
2019-01-15 08:00:00,246.52
2019-01-15 08:15:00,265.06
2019-01-15 08:30:00,279.51
2019-01-15 08:45:00,288.0
2019-01-15 09:00:00,297.83
2019-01-15 09:15:00,294.19
2019-01-15 09:30:00,289.18
2019-01-15 09:45:00,288.63
2019-01-15 10:00:00,290.67
2019-01-15 10:15:00,284.48
2019-01-15 10:30:00,282.41
2019-01-15 10:45:00,286.96
2019-01-15 11:00:00,283.89
2019-01-15 11:15:00,286.48
2019-01-15 11:30:00,279.65
2019-01-15 11:45:00,277.07
2019-01-15 12:00:00,281.54
2019-01-15 12:15:00,276.39
2019-01-15 12:30:00,273.45
2019-01-15 12:45:00,273.89
2019-01-15 13:00:00,275.28
2019-01-15 13:15:00,274.85
2019-01-15 13:30:00,278.44
2019-01-15 13:45:00,277.78
2019-01-15 14:00:00,275.04
2019-01-15 14:15:00,271.71
2019-01-15 14:30:00,273.13
2019-01-15 14:45:00,272.54
2019-01-15 15:00:00,270.46
2019-01-15 15:15:00,266.62
2019-01-15 15:30:00,265.52
2019-01-15 15:45:00,264.26
2019-01-15 16:00:00,262.23
2019-01-15 16:15:00,265.27
2019-01-15 16:30:00,264.89
2019-01-15 16:45:00,260.06
2019-01-15 17:00:00,254.59
2019-01-15 17:15:00,248.06
2019-01-15 17:30:00,235.34
2019-01-15 17:45:00,206.4
2019-01-15 18:00:00,177.32
2019-01-15 18:15:00,165.16
2019-01-15 18:30:00,160.3
2019-01-15 18:45:00,155.58
2019-01-15 19:00:00,157.81
2019-01-15 19:15:00,197.99
2019-01-15 19:30:00,179.1
2019-01-15 19:45:00,153.69
2019-01-15 20:00:00,147.25
2019-01-15 20:15:00,143.86
2019-01-15 20:30:00,142.62
2019-01-15 20:45:00,139.37
2019-01-15 21:00:00,146.6
2019-01-15 21:15:00,177.91
2019-01-15 21:30:00,151.44
2019-01-15 21:45:00,129.4
2019-01-15 22:00:00,114.2
2019-01-15 22:15:00,84.11
2019-01-15 22:30:00,65.03
2019-01-15 22:45:00,61.82
2019-01-15 23:00:00,61.91
2019-01-15 23:15:00,61.8
2019-01-15 23:30:00,54.96
2019-01-15 23:45:00,49.22
2019-01-16 00:00:00,47.83
2019-01-16 00:15:00,47.83
2019-01-16 00:30:00,47.53
2019-01-16 00:45:00,47.28
2019-01-16 01:00:00,47.54
2019-01-16 01:15:00,47.77
2019-01-16 01:30:00,47.73
2019-01-16 01:45:00,47.43
2019-01-16 02:00:00,48.01
2019-01-16 02:15:00,47.83
2019-01-16 02:30:00,48.24
2019-01-16 02:45:00,48.22
2019-01-16 03:00:00,47.83
2019-01-16 03:15:00,47.79
2019-01-16 03:30:00,52.27
2019-01-16 03:45:00,55.94
2019-01-16 04:00:00,56.53
2019-01-16 04:15:00,59.3
2019-01-16 04:30:00,60.15
2019-01-16 04:45:00,59.84
2019-01-16 05:00:00,60.78
2019-01-16 05:15:00,65.23
2019-01-16 05:30:00,84.81
2019-01-16 05:45:00,108.48
2019-01-16 06:00:00,113.18
2019-01-16 06:15:00,130.2
2019-01-16 06:30:00,160.25
2019-01-16 06:45:00,178.21
2019-01-16 07:00:00,182.68
2019-01-16 07:15:00,197.29
2019-01-16 07:30:00,211.97
2019-01-16 07:45:00,221.06
2019-01-16 08:00:00,237.28
2019-01-16 08:15:00,247.51
2019-01-16 08:30:00,257.38
2019-01-16 08:45:00,263.73
2019-01-16 09:00:00,267.21
2019-01-16 09:15:00,265.87
2019-01-16 09:30:00,265.33
2019-01-16 09:45:00,266.77
2019-01-16 10:00:00,272.99
2019-01-16 10:15:00,281.03
2019-01-16 10:30:00,279.67
2019-01-16 10:45:00,278.6
2019-01-16 11:00:00,279.47
2019-01-16 11:15:00,275.09
2019-01-16 11:30:00,267.29
2019-01-16 11:45:00,261.99
